"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000IPOB","POTTER BUTTE IDAHO, ID US","43.2261","-113.5744","1502.7","2019","531",,,,,,"-3","U,0222, ",,,,,,,"100","U,0722, ","7839","9",,,,,"44.3","U","55.8","U","32.7","U"
"USR0000ITWI","TWIN BUTTES IDAHO, ID US","42.6906","-115.1953","1021.1","2019","1055",,,,,,"9","U,1030, ",,,,,,,"103","U,0805,+","5672","3",,,,,"51.9","U","63.4","U","40.4","U"
"USW00004126","ARCO 17 SW, ID US","43.4621","-113.556","1804.4","2019","343",,,,,,"-3","R,1217, ",,,,,"1.33"," ,R,1127, ","95","R,0722, ","8639","6","20.87"," ,R",,,"41.3","R","51.2","R","31.4","R"
"USW00004127","MURPHY 10 W, ID US","43.2044","-116.7505","1204.0","2019","431",,,,,,"4","R,1217,+",,,,,"1.22"," ,R,0603, ","96","R,0722, ","6494","7","13.58"," ,R",,,"47.8","R","60.4","R","35.3","R"
"USC00103143","FENN RANGER STATION, ID US","46.093","-115.5355","475.5","2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USS0015D06S","MOUNTAIN MEADOWS, ID US","45.7","-115.23","1938.5","2019","0",,"      244",,,,"-19","T,0207, ","73"," ,T,0410,+",,,"1.60"," ,T,0409, ","83","T,0722, ","10250","5","45.93"," ,T",,,"36.7","T","50.4","T","23.0","T"
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2019","808",,,,,,"11","7,1031,+",,,,,,,"101","7,0723, ","5508","8",,,,,"51.6","7","64.0","7","39.3","7"
"USC00107188","PLUMMER 3 WSW, ID US","47.3111","-116.9545","885.4","2019","183",,,,,,"1","7,0208,+",,,,,"1.51"," ,7,0102, ","96","7,0808,+","7209","2","25.27"," ,7",,,"45.2","7","55.6","7","34.8","7"
"USC00105678","MASSACRE ROCKS STATE PARK, ID US","42.668","-112.998","1278.6","2019","425",,,,,,"-9","7,0102,+",,,,,"0.81"," ,7,0929, ","101","7,0723, ","7083","3","16.39"," ,7",,,"46.3","7","59.4","7","33.2","7"
"USR0000IPOT","POTLATCH IDAHO, ID US","46.9833","-116.9833","762.0","2019","224",,,,,,"-6","U,0304, ",,,,,,,"100","U,0807, ","6751","5",,,,,"46.9","U","58.5","U","35.2","U"
"USR0000IKEL","KELLY IDAHO, ID US","46.6667","-115.1667","834.2","2019","248",,,,,,"4","U,0303, ",,,,,,,"98","U,0807, ",,,,,,,"45.0","U","55.3","U","34.8","U"
"USC00101079","BONNERS FERRY, ID US","48.6928","-116.3104","609.9","2019","313",,"       68",,"        20","7","0","7,0305,+","24"," ,7,0213, ","13.7"," ,7,0212, ","1.10"," ,7,1220, ","98","7,0809, ","6946","1","17.90"," ,7","58.4"," ,7","46.1","7","56.4","7","35.9","7"
