"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028396","TACNA 3 NE, AZ US","32.7225","-113.9191","98.8","2008","4066",,"        0",,"         0","0","24","0,0120,+","0"," ,0,1231,+","0.0"," ,0,1231,+","0.92"," ,0,1126, ","118","0,0620, ","1197","8","4.62"," ,0","0.0"," ,0","72.8","0","89.6","0","56.0","0"
"USS0011P13S","FRY, AZ US","35.07","-111.84","2194.6","2008","100",,,,,,"-5","T,0131, ",,,,,"2.30"," ,T,0105, ","88","T,0621, ","6505","1","31.86"," ,T",,,"47.8","T","61.2","T","34.4","T"
"USC00024586","KEAMS CANYON, AZ US","35.8109","-110.1932","1891.3","2008","513",,,,"         7","0","-8","0,0130,+",,,"8.5"," ,0,0108, ",,,"94","0,0804,+",,,,,"30.5"," ,0","49.7","0","65.8","0","33.6","0"
"USC00027855","SHOW LOW AIRPORT, AZ US","34.2639","-110.0075","1954.1","2008",,,"        0",,"         0","0","-1","0,1228, ","0"," ,0,1231,+","0.0"," ,0,1231,+","1.60"," ,0,1127, ","93","0,0801,+",,,"16.01"," ,0","0.0"," ,0","53.1","0","66.6","0","39.7","0"
"USR0000AGUN","GUNSIGHT ARIZONA, AZ US","36.7044","-112.5833","1609.3","2008","1364",,,,,,"8","U,0117, ",,,,,,,"101","U,0801,+","4559","9",,,,,"56.4","U","69.8","U","43.1","U"
"USR0000AGUT","GUTHRIE ARIZONA, AZ US","32.8819","-109.3092","1097.3","2008","1092",,,,,,"16","U,1227, ",,,,,,,"94","U,0620,+","3401","2",,,,,"58.5","U","67.8","U","49.1","U"
"USC00029114","WAHWEAP, AZ US","36.9953","-111.4914","1136.9","2008",,,"        0",,"         2","0",,,"0"," ,0,1231,+","2.0"," ,0,1218, ","0.62"," ,0,0831, ",,,,,"4.35"," ,0","4.1"," ,0",,,,,,
"USC00023250","FREDONIA, AZ US","36.9415","-112.5259","1421.0","2008",,,,,,,,,,,,,,,,,"5296","0",,,,,,,,,,
"USR0000ARIN","RINCON ARIZONA, AZ US","32.2056","-110.5481","2511.6","2008","181",,,,,,"14","U,0131, ",,,,,,,"88","U,0620, ","4953","8",,,,,"51.7","U","61.7","U","41.8","U"
"USW00003029","WINDOW ROCK AIRPORT, AZ US","35.6575","-109.06139","2054.0","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000AMOS","MOSS BASIN ARIZONA, AZ US","35.0336","-113.8925","1804.4","2008","820",,,,,,"11","U,1227, ",,,,,,,"96","U,0620, ","4472","7",,,,,"55.3","U","68.0","U","42.6","U"
"USR0000AFAP","MOUNTAIN LION ARIZONA, AZ US","33.7011","-109.7058","1671.2","2008","166",,,,,,"-2","U,0131, ",,,,,,,"90","U,0620, ","5641","7",,,,,"49.8","U","64.1","U","35.6","U"
"USR0000AFRA","FRAZIER WELLS ARIZONA, AZ US","35.8456","-113.055","2063.5","2008","677",,,,,,"6","U,1227,+",,,,,,,"90","U,0828,+","5297","8",,,,,"52.6","U","63.0","U","42.1","U"
"USS0009S02S","MAVERICK FORK, AZ US","33.92","-109.46","2804.2","2008","0",,,,,,"-4","T,0117, ",,,,,"1.80"," ,T,0522, ","77","T,0617, ","7970","9","36.35"," ,T",,,"42.9","T","54.5","T","31.2","T"
"USW00003145","YUMA MCAS, AZ US","32.65","-114.61667","64.9","2008","5002",,,,,,"39","W,0119, ",,,,,"2.22"," ,W,1126, ","116","W,0620, ",,,"4.81"," ,W",,,"77.1","W","90.1","W","64.2","W"
"USC00028817","TUCSON U OF A NUMBER 1, AZ US","32.258","-111.0052","705.6","2008","3155",,,,,,"24","0,1228, ",,,,,"1.06"," ,0,0814, ","112","0,0621, ","1381","0","11.83"," ,0",,,"70.0","0","85.8","0","54.1","0"
"USC00023009","FLAGSTAFF 4 SW, AZ US","35.1611","-111.7311","2171.7","2008","61",,,,"         9","0","-18","0,0131, ",,,"13.0"," ,0,1216, ","1.68"," ,0,1218, ","88","0,0803,+",,,"21.96"," ,0","61.9"," ,0","43.9","0","60.9","0","26.9","0"
"USC00025665","MONUMENT VALLEY, AZ US","36.9854","-110.1201","1676.7","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00024453","JEROME, AZ US","34.7522","-112.1114","1508.8","2008","1562",,,,"         1","0","17","0,0117, ",,,"1.5"," ,0,0317, ","1.40"," ,0,1218, ","99","0,0622, ","3444","5","17.77"," ,0","1.5"," ,0","59.6","0","69.1","0","50.1","0"
"USC00028499","TEMPE ASU, AZ US","33.4258","-111.9216","355.7","2008",,,"        0",,"         0","0","27","0,1228,+","0"," ,0,1231,+","0.0"," ,0,1231,+","1.61"," ,0,0829, ","113","0,0629,+",,,"12.04"," ,0","0.0"," ,0","71.6","0","87.2","0","56.0","0"
"USC00025780","MUND S PARK, AZ US","34.9364","-111.6392","1972.1","2008","108",,,,"        20","0","-11","0,0205, ",,,"12.5"," ,0,0107, ","4.16"," ,0,0107, ","89","0,0801, ","6870","9","29.12"," ,0","90.5"," ,0","46.3","0","62.6","0","30.0","0"
"USC00028012","SNOWFLAKE, AZ US","34.508","-110.0838","1719.7","2008","755",,"        8",,"         5","0","-2","0,0206, ","10"," ,0,0204, ","10.0"," ,0,0204, ","3.25"," ,0,0723, ","97","0,0730,+","4633","0","14.17"," ,0","16.0"," ,0","53.5","0","70.1","0","36.9","0"
"USC00029464","WITTMANN 1 SE, AZ US","33.7776","-112.523","513.0","2008","3389",,"        0",,"         0","0","23","0,0117, ","0"," ,0,1231,+","0.0"," ,0,1231,+","1.45"," ,0,0127, ","112","0,0801, ","1820","1","10.29"," ,0","0.0"," ,0","69.4","0","82.8","0","56.0","0"
"USC00026194","PAINTED ROCK DAM, AZ US","33.0772","-113.0316","173.1","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
